chrom1	start1	end1	chrom2	start2	end2	obs.raw	cstart1	cstart2	c_label	c_size	la_exp.donut.value	la_exp.vertical.value	la_exp.horizontal.value	la_exp.lowleft.value
chr1	12110000	12115000	chr1	12215000	12220000	80	12110000.0	12215000.0	81	1	43.763813489435385	48.531306516565245	39.54891089782047	39.41450008942583
chr1	12185000	12190000	chr1	12265000	12270000	451	12186428.57142857	12265892.857142854	82	28	135.34367068698975	173.42614789127904	171.60975815232726	131.80738653202226
chr1	12185000	12190000	chr1	12680000	12685000	42	12185000.0	12680000.0	83	1	15.662705876777348	17.673728623587852	19.598184843506672	14.171765543681149
chr1	12370000	12375000	chr1	12675000	12680000	173	12366875.0	12676250.0	84	8	69.08982095703429	101.56923566396549	75.4178499172612	57.167802856691
chr1	13990000	13995000	chr1	14050000	14055000	161	13990000.0	14050000.0	86	1	65.00588834819646	69.55130979665054	83.31739727798126	67.28596208282194
chr1	13990000	13995000	chr1	14130000	14135000	108	13991666.666666664	14133333.333333332	87	3	48.05262845649257	51.85603278384554	61.60710410856846	53.62819457522055
chr1	13990000	13995000	chr1	14285000	14290000	71	13991666.666666664	14288333.333333332	88	3	22.752573499251397	27.789006932643822	23.21112798374569	20.26149430584661
chr1	14155000	14160000	chr1	14285000	14290000	130	14152222.222222222	14283888.888888888	89	9	50.29687978115421	55.87629921428709	56.43310869283662	55.65936518990996
chr1	14430000	14440000	chr1	14890000	14900000	117	14435000.0	14885000.0	1898	2	59.76690099453012	68.44191112388089	67.89901679046848	55.361687489737214
chr1	15450000	15460000	chr1	15630000	15640000	541	15455625.0	15603750.0	1905	15	213.4761008218089	190.13286509467991	315.3199968938308	286.8226130496795
chr1	15655000	15660000	chr1	15750000	15755000	137	15649250.0	15753500.0	92	20	67.85660591624371	78.55707860418539	79.82932291208118	63.2734646871379
chr1	16400000	16405000	chr1	16510000	16515000	234	16406400.0	16511600.0	99	24	77.16954802601866	93.5219531653836	93.47788326749234	81.16857671194248
chr1	16400000	16405000	chr1	16685000	16690000	47	16403333.333333332	16686666.666666664	100	3	19.112628384279407	22.95638566612507	24.259852592040684	21.970319649499704
chr1	16405000	16410000	chr1	16565000	16570000	108	16405000.0	16570000.0	101	4	44.6505985478969	40.49315950040084	61.13687966573514	45.641073350585785
chr1	16830000	16840000	chr1	16970000	16980000	85	16830000.0	16970000.0	144	1	38.661759223707904	40.31717490430489	42.087150986727494	40.090807095250256
chr1	17270000	17280000	chr1	17560000	17570000	84	17270000.0	17555000.0	149	2	38.01148428711475	40.99657832765354	44.40446624163593	37.02104475241706
chr1	17385000	17390000	chr1	17445000	17450000	139	17381666.666666664	17443333.333333332	105	3	61.19186213660545	68.4418392487142	76.3930544632206	68.99564709943704
chr1	17385000	17390000	chr1	17560000	17565000	138	17393125.0	17560625.0	106	7	42.2058200327958	51.290797968196145	49.49190079335291	42.35744388741068
chr1	17450000	17455000	chr1	17560000	17565000	313	17454347.826086953	17558478.260869566	109	24	82.100838739747	92.24720715063616	104.58711081866795	85.01793196686545
chr1	17450000	17455000	chr1	17660000	17665000	103	17448333.333333332	17657777.777777776	108	9	34.94598328226317	38.40840714118311	42.03300533674408	31.220075618572373
chr1	17820000	17830000	chr1	18420000	18430000	61	17820000.0	18420000.0	159	1	26.49548626554341	27.33381962167137	31.341183841432052	25.880816210785184
chr1	17825000	17830000	chr1	17930000	17935000	168	17825526.315789472	17930263.157894734	112	19	52.260219030512886	60.343199199358864	68.26104980556194	52.03098996168984
chr1	18925000	18930000	chr1	19145000	19150000	127	18921666.666666664	19145000.0	115	6	41.702032933565995	50.3814531987256	46.57695030954702	40.29522913588124
chr1	19230000	19235000	chr1	19420000	19425000	150	19235000.0	19420000.0	118	2	68.96854243457561	63.866536907092225	91.64134024277935	66.14408250140346
chr1	19665000	19670000	chr1	19910000	19915000	103	19661666.666666664	19908333.33333333	124	3	51.39033436456481	62.81918022746504	50.34691678580327	49.45353644222351
chr1	19665000	19670000	chr1	19985000	19990000	134	19665000.0	19973333.33333333	125	3	58.86500115625744	69.07817924538291	62.10296380327979	72.40713546559726
chr1	19985000	19990000	chr1	20135000	20140000	102	19986666.666666664	20133333.33333333	130	3	38.26457468919365	39.748035175447576	40.09314298875356	44.38279060029835
chr1	20240000	20245000	chr1	20430000	20435000	111	20232500.0	20415000.0	131	2	52.08730172601141	46.90727358570493	68.11585577888754	48.702493868847434
chr1	20240000	20245000	chr1	20480000	20485000	121	20241500.0	20485500.0	132	10	49.5307732815966	54.46356967690149	63.78724076158781	45.34027916490978
chr1	20240000	20245000	chr1	20820000	20825000	53	20243333.33333333	20818333.33333333	133	3	23.590027907879573	28.90067878644422	23.948436215637845	28.30865674417061
chr1	20535000	20540000	chr1	20820000	20825000	150	20541666.666666664	20818750.0	136	12	52.24471090859613	63.59673568289279	65.64638147221427	66.12203948753185
chr1	20850000	20855000	chr1	20965000	20970000	165	20843750.0	20963750.0	138	12	55.87345138305287	61.30523985214573	70.88977353595169	62.555641786271714
chr1	21020000	21025000	chr1	21515000	21520000	98	21020384.615384616	21519230.76923077	139	13	28.2028897830287	37.17954427559887	29.440102700654393	28.62357659351027
chr1	21550000	21560000	chr1	21980000	21990000	117	21550000.0	21980000.0	193	1	51.959541962218026	53.01403862199178	65.05839846739316	65.21001081283674
chr1	21580000	21585000	chr1	21690000	21695000	258	21578571.42857143	21688809.52380952	142	21	91.13061600310202	118.21257092890305	93.52475222760248	92.91278770537222
chr1	22330000	22340000	chr1	22740000	22750000	59	22330000.0	22740000.0	203	1	23.541408641142077	27.835842047674983	23.04677645274155	18.384596119611984
chr1	22450000	22460000	chr1	22970000	22980000	181	22452000.0	22964000.0	205	5	78.72280534656737	91.70081399241812	98.09435318581198	96.74473066600056
chr1	22455000	22460000	chr1	22600000	22605000	125	22459000.0	22601000.0	151	5	54.70452182897279	56.337431154046925	68.33675357311807	54.20845546263461
chr1	22455000	22460000	chr1	22740000	22745000	134	22453500.0	22739500.0	150	10	47.70052458197733	58.85159257893481	54.58344539751318	50.18373440364653
chr1	22745000	22750000	chr1	22970000	22975000	109	22743571.42857143	22965714.285714284	152	7	33.981626381853516	43.458279252871954	39.32349037144905	29.83574589744776
chr1	23300000	23305000	chr1	23420000	23425000	114	23302500.0	23416250.0	156	4	50.05314787756522	48.331230051899844	60.38995299477982	61.610122601814744
chr1	23300000	23305000	chr1	23510000	23515000	142	23303333.33333333	23512916.666666664	155	12	43.477151187248936	50.88775531555976	51.67942828238599	39.73018989501572
chr1	23420000	23425000	chr1	23510000	23515000	345	23424166.66666667	23507500.0	157	30	98.77089547324776	109.9435262245442	105.21759483111354	110.94185871588759
chr1	23540000	23550000	chr1	23720000	23730000	187	23540000.0	23725000.0	220	2	103.86892839326828	120.10615212973684	111.36910562345726	90.2330474939629
chr1	23820000	23825000	chr1	23960000	23965000	148	23828125.0	23963750.0	161	6	52.78737973041615	69.74892787731271	64.88220519626238	43.490845745987606
chr1	23870000	23875000	chr1	23960000	23965000	512	23875434.78260869	23957826.08695652	162	25	116.13732717699942	146.8606185655428	152.7897115054455	133.87392770676055
chr1	24020000	24025000	chr1	24080000	24085000	254	24016250.0	24081250.0	164	4	117.38662138827421	129.92841507470823	144.23981519989545	122.85618436929579
chr1	24525000	24530000	chr1	24715000	24720000	442	24523478.26086957	24712826.08695652	167	23	84.3884377728798	103.10735724629437	105.82808952925328	93.34007529402508
chr1	24525000	24530000	chr1	24955000	24960000	72	24522500.0	24960000.0	168	6	24.913850499598087	32.18128400961787	31.330417597509307	27.52433943215805
chr1	25015000	25020000	chr1	25075000	25080000	196	25013333.33333333	25080000.0	174	3	99.0378633757872	97.22834376867	111.71186260328916	94.73207526215737
chr1	25015000	25020000	chr1	25150000	25155000	216	25012083.33333333	25153958.33333333	173	24	70.53733173132991	100.15090195061093	72.25014184920946	65.66573976096934
chr1	25170000	25175000	chr1	25365000	25370000	99	25171250.0	25361250.0	175	4	46.270809718282	47.45635897434922	58.02342481867115	38.50506177218667
chr1	25170000	25175000	chr1	25425000	25430000	151	25178000.0	25424000.0	176	5	58.83073475393172	61.29266666480088	73.51142530321552	67.02251610311774
chr1	25170000	25175000	chr1	25530000	25535000	121	25174444.444444444	25530555.55555556	177	9	40.7742197375722	47.181443281469925	51.143756093586035	56.04203075392604
chr1	25285000	25290000	chr1	25355000	25360000	349	25277500.0	25358541.666666664	179	24	133.20812401497224	171.88578045312698	132.45163178824654	132.45386154203624
chr1	25610000	25615000	chr1	25750000	25755000	49	25610000.0	25742500.0	183	2	13.352636873445576	15.513475312451424	20.88790171446546	10.750272130683479
chr1	25610000	25615000	chr1	25845000	25850000	50	25610000.0	25845000.0	184	1	15.244197897161493	19.825183109195237	18.298870784263986	15.254285996907118
chr1	25720000	25730000	chr1	26130000	26140000	69	25720000.0	26130000.0	256	1	27.536322314651386	38.3810952698932	28.88498633730604	27.090452690649204
chr1	25935000	25940000	chr1	26135000	26140000	155	25939000.0	26127000.0	188	5	72.41979842407378	86.28564703146094	77.92931133073641	76.92477386880114
chr1	26150000	26155000	chr1	26325000	26330000	78	26150000.0	26322500.0	189	2	35.971161171404354	49.012541372907144	38.45460315827857	41.207883070415456
chr1	26220000	26225000	chr1	26325000	26330000	243	26224705.88235294	26322352.94117647	190	17	77.32463121928288	88.54010708249818	86.08352156395655	81.36094882163457
chr1	26600000	26605000	chr1	26745000	26750000	106	26600000.0	26745000.0	198	1	50.37327129403933	53.41954473423049	62.9084463191354	46.675444166828605
chr1	26930000	26935000	chr1	27115000	27120000	195	26930294.11764706	27115882.35294117	200	17	61.554930360224866	67.79703312873481	85.00364100795812	55.05135858609753
chr1	26930000	26935000	chr1	27205000	27210000	96	26930000.0	27202500.0	201	4	37.495252251612094	39.49369414058355	48.579038529986924	32.15055777170863
chr1	26945000	26950000	chr1	27015000	27020000	232	26941111.11111111	27010833.33333333	202	18	89.55553606992973	87.82864228499298	106.23871161704778	86.07112702658534
chr1	27425000	27430000	chr1	27610000	27615000	219	27432894.736842103	27606842.105263155	207	19	59.48579673881496	75.62771089149389	73.58774425055573	64.0372797911171
chr1	27425000	27430000	chr1	27715000	27720000	88	27427000.0	27712000.0	209	5	43.666233535135945	55.12526266834536	45.89108716590292	49.87731973606449
chr1	27525000	27530000	chr1	27600000	27605000	137	27522857.14285714	27605714.285714284	211	7	62.65668813326447	77.6980294424448	64.94194024815185	59.19319335428586
chr1	27625000	27630000	chr1	27715000	27720000	282	27629400.0	27710600.0	212	25	82.5367511632104	106.74797344676905	91.70019050321726	100.83033279214236
chr1	27625000	27630000	chr1	27930000	27935000	83	27627500.0	27930000.0	213	6	33.680357747317494	40.034134021604814	38.840908616770136	40.60167633882154
chr1	27720000	27730000	chr1	27930000	27940000	565	27729000.0	27922000.0	288	10	264.04459957123333	289.60687751448035	313.49530684140666	262.0277166547551
chr1	27725000	27730000	chr1	27990000	27995000	129	27736111.11111111	27987222.22222222	216	9	55.30439371428968	69.81355069927248	61.90472167759067	63.79072179341698
chr1	27880000	27885000	chr1	27985000	27990000	128	27880000.0	27987500.0	218	2	61.712522767138395	81.4492675842066	65.51846629515055	50.53909700814203
chr1	28185000	28190000	chr1	28305000	28310000	228	28181785.71428572	28299285.71428572	222	14	77.90003941818003	86.01352928052088	101.54266571841136	71.75581938194684
chr1	28415000	28420000	chr1	28530000	28535000	267	28420384.615384616	28534230.76923077	224	13	92.07921436405664	105.67333546124992	122.52109686657131	95.37841798066964
chr1	28570000	28580000	chr1	28830000	28840000	186	28566666.666666664	28833333.33333333	301	3	80.89497725779825	74.28480732272446	101.68463547900228	98.61647652049751
chr1	28570000	28580000	chr1	28920000	28930000	141	28575000.0	28925000.0	303	2	64.6930920876832	67.14925302679762	88.31907134631007	69.31613790451159
chr1	28680000	28690000	chr1	29200000	29210000	94	28683333.33333333	29196666.666666664	307	3	40.16353640593079	51.95939809668038	41.10563748409401	44.617925598546975
chr1	28730000	28735000	chr1	28925000	28930000	86	28733750.0	28921250.0	229	4	42.702344982945704	48.796394186089756	47.296962168474636	34.13506153577231
chr1	28840000	28845000	chr1	28925000	28930000	184	28842142.85714285	28922857.14285714	230	7	72.78583239367686	70.78379117148623	94.13222168050802	74.82353701409481
chr1	28840000	28850000	chr1	29190000	29200000	144	28836666.666666664	29196666.666666664	311	3	67.48755478500979	83.84034029956284	67.83503069222276	63.38926302656262
chr1	28970000	28980000	chr1	29200000	29210000	177	28970000.0	29200000.0	313	3	84.08865302922517	99.09460071210816	83.63631494014078	98.48931296940016
chr1	28990000	29000000	chr1	29500000	29510000	83	28990000.0	29500000.0	315	1	39.19076075444779	49.628594638729155	37.2566423637246	43.39493205396155
chr1	28995000	29000000	chr1	29060000	29065000	82	28995000.0	29060000.0	233	1	38.82948328183903	42.69440936178257	41.80054362775228	38.66602334401055
chr1	29105000	29110000	chr1	29195000	29200000	197	29113421.052631576	29196842.105263155	234	19	73.45488093027579	91.61404515205172	83.03237888160447	83.40901439672463
chr1	29110000	29120000	chr1	29360000	29370000	180	29105000.0	29355000.0	317	4	91.97582781206198	106.73972023885672	105.46366654005828	85.68063859267204
chr1	29110000	29115000	chr1	29520000	29525000	63	29108333.33333333	29525000.0	235	3	31.707789131797433	34.00319296160425	32.856024819935925	28.37590693205101
chr1	29205000	29210000	chr1	29355000	29360000	142	29210000.0	29358055.55555555	236	18	45.429867662107036	55.64486904253917	45.81702219133595	48.47427410237889
chr1	29205000	29210000	chr1	29520000	29525000	131	29206923.07692308	29524615.38461539	237	13	49.477345331541365	59.35348679809123	59.41423077723385	54.42016597802166
chr1	29555000	29560000	chr1	31180000	31185000	50	29557500.0	31180000.0	238	2	13.284699097549524	19.27231409064389	13.992767331532765	21.285656630717106
chr1	29560000	29570000	chr1	29780000	29790000	137	29560000.0	29780000.0	322	1	59.904417830708475	58.03747097799042	73.7989200049288	76.32206609008936
chr1	29560000	29565000	chr1	30315000	30320000	43	29560000.0	30315000.0	239	1	13.782290475345794	12.569797653049033	17.7674299018126	17.197019470947367
chr1	29560000	29570000	chr1	30840000	30850000	79	29560000.0	30840000.0	327	1	31.89905554753696	35.32461114868649	37.49609106921464	39.27583532785047
chr1	29780000	29785000	chr1	30845000	30850000	54	29780000.0	30845000.0	240	1	16.52932345879635	16.609198890330017	15.1411987245551	15.571666256086507
chr1	31190000	31195000	chr1	31250000	31255000	335	31193333.33333333	31256666.666666664	243	6	90.1265411937603	112.23859891375841	99.61603578173874	120.97420491505268
chr1	31190000	31195000	chr1	31385000	31390000	155	31199285.71428572	31385714.285714284	244	13	40.257169855243504	46.845747782124796	54.534300997250426	43.53297655280163
chr1	31270000	31275000	chr1	31385000	31390000	275	31265333.33333333	31385000.0	245	31	103.83111571756807	118.63090207284746	122.47018574318876	107.62523044403864
chr1	31650000	31660000	chr1	32010000	32020000	127	31652000.0	32004000.0	341	5	59.439654262405156	62.44532151920738	72.58020086354779	55.50477066669715
chr1	31655000	31660000	chr1	31895000	31900000	74	31655000.0	31895000.0	247	1	31.978213947553915	35.47969826355095	39.6116727940018	34.13345249066185
chr1	31910000	31915000	chr1	32000000	32005000	144	31889000.0	32004000.0	249	5	69.83603149536714	82.02081732584114	75.85589259649409	65.37423095787287
chr1	32120000	32130000	chr1	32260000	32270000	523	32129090.90909091	32245454.54545455	348	11	253.75041908479042	270.69001890689697	316.6173248154892	286.3712935726178
chr1	32120000	32130000	chr1	32430000	32440000	160	32123333.33333333	32433333.33333333	349	3	82.95179979329117	98.18469190928982	97.24150933506027	71.96749469607208
chr1	32985000	32990000	chr1	33245000	33250000	74	32985000.0	33247500.0	262	2	37.647390024117456	39.95979968214415	42.64994453765918	35.647542033453774
chr1	33390000	33395000	chr1	33470000	33475000	221	33400000.0	33470000.0	265	9	115.76201737596668	130.56273826743032	117.298089323509	105.9481220736341
chr1	33390000	33400000	chr1	33540000	33550000	520	33395833.33333333	33525833.33333333	369	12	259.78726358298246	283.56219819253937	312.5737810181443	280.7823855743826
chr1	33760000	33765000	chr1	33830000	33835000	210	33760000.0	33835000.0	268	3	83.50275868548727	88.16830588300434	95.00686408962244	82.96282671251677
chr1	33760000	33765000	chr1	33935000	33940000	173	33766500.0	33928500.0	267	9	64.98060692454038	78.36134452116076	67.87207740184616	69.84868811884567
chr1	33760000	33770000	chr1	34070000	34080000	134	33756666.666666664	34073333.33333333	378	3	60.98091773182994	74.01190462250705	64.63620288967348	61.76770377310474
chr1	33830000	33840000	chr1	33930000	33940000	542	33825000.0	33922000.0	379	10	248.2181444796021	300.90365815654064	246.48725613219693	252.28318831834926
chr1	34100000	34110000	chr1	35060000	35070000	122	34100000.0	35060000.0	382	1	51.8282434645087	52.71229017244188	57.84619696306242	40.935294171384776
chr1	34100000	34110000	chr1	35210000	35220000	83	34093333.33333333	35206666.666666664	380	3	39.49789288061112	44.15978944586556	42.9725878074368	44.65957938944481
chr1	34570000	34580000	chr1	35050000	35060000	99	34570000.0	35050000.0	383	1	55.79317248825566	62.53444219271071	59.399928341423255	43.555371795769865
chr1	34925000	34930000	chr1	35060000	35065000	205	34922250.0	35060500.0	271	20	55.21413158402816	68.94742972060983	61.3518714798441	58.72340607235277
chr1	35250000	35255000	chr1	35315000	35320000	151	35249166.666666664	35316666.666666664	272	6	61.86620953769757	66.38855982321175	72.22023733401821	65.27248774194885
chr1	35250000	35260000	chr1	35760000	35770000	74	35250000.0	35755000.0	388	2	31.76153099942436	36.08434849048166	36.61501805551028	36.41903404278779
chr1	35320000	35330000	chr1	35760000	35770000	107	35320000.0	35760000.0	389	1	52.94806540899352	60.57239713248304	60.644192231074285	55.24682487197197
chr1	35665000	35670000	chr1	35755000	35760000	129	35665333.333333336	35759000.0	273	15	55.79237557083625	60.53725425086422	65.17598322766254	56.48296616510686
chr1	35915000	35920000	chr1	36025000	36030000	233	35915789.47368421	36016315.78947368	274	19	90.77362320877887	90.77048123658994	116.92291715190972	114.21449673413478
chr1	36030000	36035000	chr1	36185000	36190000	230	36036190.47619048	36185476.19047619	277	19	74.52206082330534	85.79886810606092	95.00072376857523	81.46454940807676
chr1	36030000	36035000	chr1	36240000	36245000	136	36033333.33333333	36236250.0	278	13	42.3009538108861	49.37033434582554	56.76384406596353	53.158556393624714
chr1	36555000	36560000	chr1	36650000	36655000	151	36562857.14285714	36653571.42857143	281	7	73.2928563304759	86.10887266663583	87.96236053724991	65.95685052890049
chr1	36560000	36570000	chr1	36750000	36760000	329	36560000.0	36747500.0	405	4	151.45212655937263	196.26555438458942	167.28783078823932	170.01390436348004
chr1	36565000	36570000	chr1	36885000	36890000	75	36565000.0	36885000.0	283	1	27.205650371682054	34.04015685190044	32.90491921504843	30.02353686270066
chr1	36615000	36620000	chr1	36750000	36755000	167	36571666.66666666	36749166.66666666	282	6	72.96155937619241	94.75751121281695	76.82650638088931	70.72895726017771
chr1	36810000	36815000	chr1	36885000	36890000	206	36803214.28571428	36885714.28571428	285	14	97.17084410700264	125.52494690718126	104.43498024068808	87.92712717590511
chr1	37160000	37170000	chr1	37780000	37790000	158	37165000.0	37780000.0	410	4	79.27507618607547	81.50419553765973	85.7050887160099	61.3818632068396
chr1	37920000	37925000	chr1	38150000	38155000	102	37920000.0	38141666.66666666	288	6	30.562735859393506	41.519906192905374	32.102834112366835	34.7461592749592
